PLAYER,TEAM,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,AVG
E.Ebron,PIT,17.59,10.03,15.11,9.15,14.9,10.0,,,,7.62,13.67,,,,,,,,,,,,12.258750000000001
M.Lewis,GB,5.6,,,15.31,10.91,16.39,17.35,6.12,3.91,10.38,,9.51,,24.45,16.24,14.02,,4.49,,5.22,,,11.421428571428574
Am.Rodgers,GB,7.51,,,,,7.56,,15.29,,,,,,,,,,23.47,,,,,13.4575
C.Ham,MIN,7.54,,,,6.26,,,11.16,13.03,14.63,,5.52,6.48,,7.1,10.48,9.42,7.64,,,,,9.023636363636363
K.Rudolph,NYG,28.61,13.86,,16.33,6.56,11.95,9.09,16.87,51.35,,8.72,,17.26,13.71,6.22,7.93,41.64,40.39,,,,,19.366
R.Tonyan,GB,18.6,20.73,4.65,48.05,17.95,34.93,35.79,42.1,,,,,,,,,,,,,,,27.849999999999998
C.Sims,WAS,16.59,,18.01,,,,,13.61,,10.86,20.25,,,34.84,9.89,23.75,48.48,10.77,,,,,20.705000000000002
I.Thomas,CAR,12.93,7.01,,11.33,32.15,14.7,15.53,9.1,14.31,,6.95,18.04,,10.85,5.03,4.08,28.86,,,,,,13.633571428571429
H.Bryant,CLE,14.2,48.88,20.98,15.72,,,13.48,15.38,23.68,11.9,,19.64,,,14.12,4.26,4.44,36.58,,,,,18.712307692307693
K.Bourne,NE,16.81,21.41,39.57,32.37,20.08,28.69,23.27,43.66,49.27,40.54,29.99,34.01,,,16.4,31.02,32.65,21.72,52.45,,,,31.406470588235294
D.Henderson,LA,6.7,24.27,,20.36,3.5,23.6,26.73,9.46,9.64,21.22,,15.64,,,10.35,,,,,,,28.54,16.6675
J.Palmer,LAC,6.47,9.66,,,14.92,23.38,,9.85,15.05,24.96,6.22,9.59,13.85,55.04,6.82,42.22,32.05,34.24,,,,,20.288
E.Elliott,DAL,5.26,11.63,18.29,7.59,11.14,27.64,,20.96,11.07,9.74,22.91,25.01,13.12,32.68,15.6,3.98,8.46,16.37,12.77,,,,15.234444444444442
D.Arnold,CAR,17.48,29.17,28.25,,,,,,,,,,,,,,,,,,,,24.96666666666667
K.Gainwell,PHI,12.11,18.13,12.2,31.29,20.67,21.18,40.43,,,8.67,,22.36,34.62,,5.78,7.1,,31.22,15.98,,,,20.124285714285715
J.Hasty,SF,6.52,24.42,,,,,42.19,12.68,15.19,,,,,13.47,6.26,14.09,6.78,18.83,,,12.93,,15.760000000000002
Mi.Carter,NYJ,8.12,14.8,13.38,14.09,13.04,,35.6,41.58,5.61,22.82,4.55,,,,,,5.65,22.0,,,,,16.770000000000003
M.Callaway,NO,33.7,39.12,51.16,34.75,72.12,,46.21,40.32,36.36,37.33,33.32,40.35,28.24,49.12,83.69,84.04,114.02,12.64,,,,,49.20529411764705
C.Sutton,DEN,24.71,99.36,40.88,62.73,83.88,78.97,47.97,47.06,27.21,25.07,,32.12,55.04,24.12,58.27,50.88,54.15,23.71,,,,,49.18411764705883
C.Hubbard,CAR,9.09,3.64,24.53,8.89,28.15,12.26,20.45,11.35,14.75,,,5.06,,,2.34,2.91,18.01,6.64,,,,,12.004999999999999
D.Westbrook,MIN,4.81,,,7.99,29.51,12.1,,,6.58,,10.44,,12.12,,,,4.7,,,,,,11.031250000000002
J.Graham,CHI,12.47,,4.83,,,,,,22.32,,14.09,20.89,7.32,16.34,13.43,15.77,11.08,9.22,,,,,13.432727272727275
T.Johnson,NYJ,17.81,,30.5,9.9,16.9,,29.08,14.78,10.1,25.43,4.03,10.86,19.48,31.88,,,16.43,,,,,,18.244615384615383
D.Montgomery,CHI,3.75,25.69,32.0,,,,,,10.51,,4.41,11.13,30.71,36.79,31.37,39.98,10.66,10.05,,,,,20.5875
N.Westbrook-Ikhine,TEN,12.43,4.7,36.24,41.99,,23.87,,19.07,11.55,10.48,35.59,74.57,,21.59,69.92,25.9,33.91,37.13,,9.74,,,29.292499999999997
R.Stevenson,NE,3.64,,,,,24.12,,7.93,13.2,27.69,4.48,7.91,,,2.65,,,9.43,16.85,,,,11.790000000000001
D.Robinson,KC,15.8,34.86,9.61,,14.44,37.77,16.88,6.87,4.38,17.33,,,14.38,,16.26,14.22,16.36,38.94,37.88,6.8,14.38,,18.656470588235294
D.Smythe,MIA,13.07,,2.55,9.7,17.13,31.94,28.88,,10.82,4.74,33.73,28.42,6.41,,6.87,23.35,14.4,22.76,,,,,16.984666666666666
K.Toney,NYG,6.05,,15.5,54.76,74.91,14.26,,28.65,12.06,,77.74,,,,,40.89,,,,,,,36.09111111111111
N.Collins,HOU,18.55,8.42,,,,34.74,54.85,27.99,14.72,,24.46,54.09,10.0,54.31,30.94,28.91,44.43,58.94,,,,,33.239285714285714
E.Saubert,DEN,8.56,4.41,,,,19.54,5.48,,6.37,,,7.12,,,,,8.38,,,,,,8.55142857142857
S.Perine,CIN,4.82,5.18,10.09,5.58,21.12,,4.88,8.82,11.36,,15.4,6.26,8.07,21.83,11.3,5.78,4.48,,,9.05,12.79,5.88,9.59388888888889
A.Dillon,GB,8.67,7.72,10.07,4.94,16.93,,10.54,,20.54,8.26,25.58,15.5,,,4.84,11.65,15.05,4.49,,,,,11.770000000000001
K.Juszczyk,SF,8.63,20.29,21.77,17.17,34.63,,,17.2,10.52,11.25,20.19,18.93,27.84,10.29,8.64,34.44,14.1,,28.91,,,,19.050000000000004
M.Sanu,SF,8.63,12.05,36.7,24.57,25.22,,9.2,36.39,18.6,,,,,,,,,,,,,,21.419999999999998
G.Brightwell,NYG,4.4,,,,,,,,,,,,,,,,,,,,,,4.4
R.Burkhead,HOU,8.43,,6.37,,,3.82,,19.86,,,,19.55,9.72,13.29,17.32,10.78,33.23,21.97,,,,,14.939999999999998
J.Jacobs,LV,6.81,,,22.23,20.12,5.3,11.78,,12.26,20.41,43.66,17.68,32.96,18.69,20.33,11.05,18.07,8.23,16.01,,,,17.849375000000002
D.Booker,NYG,4.62,4.68,,2.97,14.96,11.32,16.61,28.89,19.79,,4.05,3.13,16.04,22.56,9.7,16.06,39.63,7.58,,,,,13.911875
D.Eskridge,SEA,9.16,,,,,,,,,12.82,,17.84,19.49,4.4,46.14,20.35,27.1,,,,,,19.662499999999998
B.Pringle,KC,9.22,15.95,37.3,16.08,7.83,19.4,42.88,11.92,,29.22,23.01,,33.42,12.75,15.79,57.66,26.36,47.8,44.68,36.62,19.39,,26.698947368421052
A.Hooker,TEN,5.19,,,,,,,,,,,,,,,,,,,,,,5.19
D.Duvernay,BAL,20.22,,21.33,38.81,19.24,18.23,4.98,,7.54,16.24,38.94,10.64,14.69,22.31,12.69,,19.66,,,,,,18.965714285714288
T.Johnson,JAX,2.5,12.01,,17.49,,,,13.87,,,,,,,,,,,,,,,11.4675
C.Board,NYG,5.54,,22.1,,21.12,,,,,,,,,,,,,,,,,,16.253333333333334
M.Thomas,CIN,26.22,,13.16,4.68,,,,,6.7,,8.36,8.56,,,,,,31.65,,,,7.53,13.357499999999998
D.Dallas,SEA,6.13,,,,13.54,29.85,,,,,11.49,24.68,,,24.8,20.07,,,,,,,18.65142857142857
T.Montgomery,NO,7.5,7.56,,28.19,,,4.68,8.56,,,,28.74,22.88,,18.25,,,22.61,,,,,16.552222222222223
N.Harris,PIT,15.14,19.11,49.36,23.03,34.72,29.49,,9.47,14.28,11.81,20.89,18.06,22.22,11.46,24.66,26.28,9.78,14.13,4.64,,,,19.918333333333333
A.Mattison,MIN,2.5,3.99,30.83,,37.82,,,5.79,5.97,4.58,4.23,13.31,11.54,5.65,,15.23,20.26,7.9,,,,,12.114285714285714
D.Peoples-Jones,CLE,6.32,15.15,19.36,,51.83,53.24,,,51.29,46.78,,34.87,,70.77,79.47,56.88,42.91,28.31,,,,,42.859999999999985
B.Bell,KC,4.51,4.18,3.54,,3.69,,,9.45,4.17,,3.32,,,,3.26,8.16,16.3,,3.58,,,,5.832727272727272
T.Jones,NO,7.5,,17.73,16.22,,,,,,,,,,4.1,,,,6.52,,,,,10.414000000000001
D.Fells,DET,2.58,,27.91,,,,5.67,,,,,,,,,,,,,,,,12.053333333333335
J.Jackson,LAC,2.88,4.29,,14.42,,4.67,,,,,4.62,,8.15,2.3,5.11,42.22,16.56,2.76,,,,,9.816363636363636
S.Barkley,NYG,13.64,14.07,25.0,30.04,5.84,,,,,,23.23,23.82,37.96,15.09,30.37,1.67,6.0,28.66,,,,,19.645384615384618
S.Anderson,LAC,9.36,8.31,,6.7,3.68,6.87,,,14.81,,,9.34,,5.3,6.61,14.45,3.43,,,,,,8.07818181818182
D.Brown,WAS,50.84,38.37,31.16,15.7,,43.43,,,,,,,4.65,11.21,,23.84,13.22,,,,,,25.824444444444445
M.Remmers,KC,4.29,,,,,,,,,,,,,,,,,,,,,,4.29
Z.Gentry,PIT,3.97,,,5.3,10.55,,,32.72,,,,9.33,10.52,,4.22,19.37,6.77,20.5,16.7,,,,12.72272727272727
E.Moore,NYJ,38.16,62.64,35.05,,21.47,,39.31,31.56,37.11,36.73,73.53,88.26,92.48,,,,,,,,,,50.57272727272728
J.Williams,DEN,2.43,3.87,26.49,13.12,14.06,9.52,24.37,25.19,,12.51,,24.29,37.59,17.87,18.75,12.49,4.92,10.4,,,,,16.116875
P.Lindsay,HOU,3.97,4.24,,,,6.4,,,,,,,,,,,,,,,,,4.87
M.Alie-Cox,IND,19.66,10.08,6.52,38.57,32.54,41.69,19.96,24.88,6.06,13.28,17.17,13.43,6.37,,16.87,26.12,46.0,23.18,,,,,21.316470588235298
J.Cabinda,DET,2.78,4.29,,,,,,,,,2.56,,4.6,,7.15,10.04,,,,,,,5.236666666666667
T.Johnson,TB,5.18,9.36,29.57,13.07,14.92,,6.97,34.5,,32.48,16.87,6.17,4.02,10.58,28.18,5.0,29.55,34.29,19.41,19.49,,,17.756111111111114
E.Penny,NYG,4.4,,,,,5.66,,4.54,10.71,,,,,4.29,,15.78,,11.05,,,,,8.061428571428573
M.Ingram,HOU,9.16,12.38,5.26,,,4.92,16.81,,,,,,,,,,,,,,,,9.706
J.Smith,NYJ,6.38,19.79,7.91,,,,,7.04,22.5,,,,,,,17.74,28.42,24.8,,,,,16.8225
G.Swaim,TEN,6.98,9.42,25.95,5.49,10.87,13.83,7.25,29.06,25.95,43.06,,9.32,,26.59,13.57,16.72,24.48,4.25,,,,,17.049374999999998
A.Janovich,CLE,6.58,,,4.68,,,,,,,,,,5.19,,8.96,,,,,,,6.3525
D.Harris,ARI,20.75,,,,,,,,,,,,16.38,,,3.84,,,,,,,13.656666666666666
J.Akins,HOU,13.86,17.4,38.11,9.5,12.58,30.8,12.88,28.68,16.1,,,,,4.44,25.62,6.22,,,,,,,18.015833333333333
J.McKissic,WAS,2.69,28.49,14.19,21.83,20.14,37.95,25.29,30.11,,19.34,15.58,18.15,,,,,,,,,,,21.250909090909094
M.Williams,ARI,10.56,40.44,16.44,32.64,5.36,,,,,,,,,,,,,,,,,,21.088
D.Parham,LAC,3.82,,7.98,13.67,11.39,8.52,,,18.34,9.85,23.09,3.58,24.3,12.7,5.11,,,,,,,,11.862499999999999
R.Gage,ATL,13.6,24.13,,,,,38.8,,57.37,27.22,59.46,54.85,69.74,57.36,90.27,51.06,67.27,106.5,,,,,55.20230769230769
C.Herndon,MIN,9.39,,,,,3.06,,3.72,,11.22,,,,6.86,,,,,,,,,6.85
W.Snead,LV,3.53,5.67,,8.3,4.95,7.4,,,,,,,,,,,,,,,,,5.970000000000001
D.Smith,JAX,6.17,,,,,,,,,,,,,,,,,,,,,,6.17
M.Gesicki,MIA,29.22,43.18,56.25,47.35,46.8,43.94,53.72,29.28,48.1,47.28,35.03,21.16,61.99,,64.54,31.25,44.54,37.7,,,,,43.607647058823524
J.Oliver,BAL,9.49,6.96,6.1,7.57,7.57,5.94,27.8,,,3.43,,,,5.17,,,,4.68,,,,,8.471
F.Swain,SEA,8.15,32.1,16.67,34.55,23.65,9.57,68.11,,,21.86,7.54,21.1,12.44,6.15,6.29,14.8,16.57,9.95,,,,,19.34375
A.Wilson,MIA,19.48,28.23,,16.1,,7.78,,,10.27,30.53,19.59,25.41,36.52,,24.99,,,,,,,,21.89
A.Ekeler,LAC,,36.45,24.37,25.25,14.3,25.55,,56.12,9.88,37.06,28.8,33.5,18.04,32.56,16.0,,11.09,33.79,,,,,26.850666666666665
B.Zylstra,CAR,,20.22,,11.29,,15.27,,,,13.6,12.05,19.58,,30.58,24.29,,,22.72,,,,,18.844444444444445
D.Felton,CLE,,12.68,20.13,8.72,,7.35,11.55,3.64,9.86,,,5.69,,,24.46,,,7.21,,,,,11.129000000000001
F.Moreau,LV,,20.25,9.06,,,8.57,39.89,,,,23.28,26.34,26.26,33.21,42.46,41.87,5.58,11.16,12.93,,,,23.143076923076926
J.Jennings,SF,,11.77,,6.6,,,18.1,3.94,,25.32,8.54,27.49,5.96,27.22,56.55,48.38,19.6,49.72,47.28,28.23,11.21,,24.744374999999994
R.Seals-Jones,WAS,,7.32,,29.42,39.0,30.96,37.38,18.82,,25.27,,,,25.47,53.43,3.87,18.07,,,,,,26.273636363636363
M.Pruitt,TEN,,16.19,8.66,4.93,11.34,,25.16,12.5,,6.54,,21.39,,30.22,5.0,,,,,,,,14.193000000000001
R.Higgins,CLE,,27.1,14.74,52.07,48.16,21.2,12.52,29.26,,18.84,45.27,,,,38.56,35.65,35.64,,,,,,31.58416666666666
A.Roberts,HOU,,18.8,,,,,,,,,,,,,,,,,,,,,18.8
K.Smith,NYG,,12.69,5.76,,,,,,,,,,,,,,,,,,,,9.225
O.Zaccheaus,ATL,,19.65,54.8,21.57,20.21,,5.81,9.88,26.49,52.5,32.71,10.09,33.65,,22.98,38.3,30.54,22.89,,,,,26.80466666666667
L.Humphrey,NO,,29.46,,,,,,,,,5.12,51.09,14.98,,,71.15,21.45,13.03,,,,,29.46857142857143
T.Homer,SEA,,10.35,15.47,,5.3,6.26,,7.21,,17.95,,,22.16,,,,,21.71,,,,,13.30125
D.Carrier,LV,,9.73,,,,,,,,,,,,,,,,,,,,,9.73
O.Howard,TB,,8.09,3.5,4.1,14.61,31.68,17.13,14.48,,,4.01,,,,5.4,,,,5.39,3.5,,,10.171818181818184
E.Mitchell,SF,,5.3,,,9.9,,,,19.43,,,34.93,12.75,,,,14.1,,7.91,36.98,18.09,,17.709999999999997
Z.Moss,BUF,,9.54,10.4,5.36,25.47,15.05,,21.35,15.76,,4.59,,17.93,,,3.9,,6.83,,,,,12.38
K.Hinton,DEN,,6.03,,17.15,17.65,20.41,12.99,,11.16,,,6.52,5.44,,5.53,,47.24,,,,,,15.011999999999997
C.Evans,CIN,,6.44,17.1,,9.96,23.6,,,4.61,,6.68,4.72,,,,5.51,,22.02,,,,16.06,11.67
J.McKinnon,KC,,5.53,,,4.86,11.82,11.9,,11.44,13.47,,,,,,,,6.69,14.62,25.01,16.22,,12.156
T.Hudson,TEN,,8.04,10.3,5.14,,,,,,,6.12,,,,,,,,,,,,7.4
M.Burton,KC,,4.46,,,,,,,,,,,,,5.78,,,,,,,,5.12
J.Fortson,KC,,6.88,8.77,5.32,,8.17,,,,,,,,,,,,,,,,,7.285
A.Dulin,IND,,14.3,,8.65,12.06,9.53,38.71,25.86,17.18,5.8,,12.33,7.74,,,20.81,6.68,,,,,,14.970833333333337
R.Jones,TB,,13.06,,,3.42,2.58,,3.25,,,,,1.64,,5.56,15.0,3.2,,,,,,5.963750000000001
L.Smith,ATL,,5.38,13.44,,13.76,,9.47,,,,,,,6.25,5.27,,,,,,,,8.928333333333333
T.Sharpe,ATL,,13.78,6.54,9.75,25.42,,9.47,63.28,7.13,5.55,35.28,32.79,25.78,23.65,6.07,,,16.33,,,,,20.05857142857143
C.Blake,ATL,,6.13,,,20.63,,,,,10.28,,,,,5.27,8.52,,3.34,,,,,9.028333333333334
C.Carter,MIA,,5.95,,,,3.37,,,,,,,,,,,,,,,,,4.66
C.Brate,TB,,5.69,19.71,33.74,5.13,18.73,22.44,21.23,,23.04,30.92,23.62,3.59,17.08,19.52,31.09,9.73,14.54,14.53,13.33,,,18.203333333333333
L.Farrell,JAX,,12.97,5.42,8.25,5.52,6.82,,7.08,10.88,,,,,,,,13.61,,,,,,8.81875
B.Aiyuk,SF,,25.3,35.62,20.63,27.9,,12.48,61.77,51.14,40.54,78.43,62.07,49.59,54.9,24.4,25.15,64.31,52.82,64.64,14.43,78.74,,44.46631578947368
P.Williams,MIA,,10.37,,,43.87,,22.23,,,12.43,6.36,3.03,,,,,,,,,,,16.381666666666668
I.McKenzie,BUF,,14.4,,,,3.26,,,8.12,20.71,,,,1.92,9.45,66.88,13.82,4.33,22.56,3.01,,,15.314545454545454
J.Grant,MIA,,5.27,,3.78,,,,,,,,,,,,,,,,,,,4.5249999999999995
E.St. Brown,GB,,5.28,,5.59,,,14.02,15.9,,,11.26,15.12,,,,,10.12,43.19,,,,,15.06
L.Rountree,LAC,,3.48,4.17,,,,,,,,,,,,,,,,,,,,3.825
J.Hurts,PHI,,6.88,,,,,,,,,,,,,,,,,,,,,6.88
M.Mack,IND,,4.17,,13.1,8.91,,,,,,,,,,,,,,,,,,8.726666666666667
L.Treadwell,JAX,,9.94,,,,5.88,,,8.39,7.72,32.83,47.71,41.75,44.93,59.66,36.39,66.1,44.24,,,,,33.794999999999995
J.Kumerow,BUF,,8.15,,,,8.71,,,,,,,,,,21.8,,5.33,,,,,10.997499999999999
P.Hesse,ATL,,3.12,,,,,,,,,6.7,7.83,,,,,27.73,,,,,,11.344999999999999
O.Beckham,CLE,,,80.96,64.32,20.32,62.53,53.67,4.24,,,,,,,,,,,,,,,47.673333333333325
A.Miller,HOU,,,46.32,55.9,,,,,,,,,,,,,,,,,,,51.11
C.Johnson,NYG,,,53.53,,16.28,23.85,13.05,13.4,,,5.42,,,,7.13,,,,,,,,18.951428571428572
G.Ward,PHI,,,8.1,10.63,,,,,,,,5.65,,,22.37,,20.62,9.16,,,,,12.755
R.McCloud,PIT,,,16.15,3.36,20.34,8.98,,,6.5,54.18,8.76,,33.18,34.52,26.3,45.12,40.77,57.14,9.67,,,,26.069285714285712
P.Barber,LV,,,21.88,,,,,,,,,,3.58,9.73,5.46,3.52,10.51,,,,,,9.113333333333333
B.Bolden,NE,,,14.2,16.92,19.9,8.04,25.04,,29.83,15.69,11.97,16.99,35.99,,17.49,27.94,11.93,8.56,35.38,,,,19.724666666666668
W.Fuller,MIA,,,45.01,13.05,,,,,,,,,,,,,,,,,,,29.03
K.Cole,NYJ,,,16.61,37.95,28.74,,10.26,31.56,37.27,37.39,8.21,27.48,,47.87,26.25,25.59,54.17,36.0,,,,,30.38214285714286
S.Michel,LA,,,15.02,,5.24,,,7.85,8.72,8.18,,4.23,14.03,4.16,8.22,16.68,21.99,17.99,,6.12,6.44,,10.34785714285714
E.Engram,NYG,,,37.48,29.32,23.56,20.61,37.35,19.8,50.32,,24.38,35.12,36.81,28.1,28.82,23.42,31.08,27.08,,,,,30.216666666666665
T.Tremble,CAR,,,11.01,11.64,22.4,15.94,9.56,44.93,11.23,4.54,24.18,21.12,,11.08,23.8,8.33,,24.53,,,,,17.44928571428572
J.Proche,BAL,,,9.53,33.98,9.39,13.76,4.14,,,,,,,,6.05,50.58,,,,,,,18.204285714285714
C.White,PIT,,,8.07,,12.89,,,,,,,,,,,12.62,,,,,,,11.193333333333333
J.Hollister,JAX,,,45.32,7.89,4.69,2.57,,,,,,,,,,12.69,,16.72,,,,,14.979999999999999
A.Erickson,CAR,,,7.39,,,4.92,,,,,,6.38,,,,5.04,,,,,,,5.932499999999999
Da.Williams,KC,,,11.67,8.41,16.83,12.03,12.1,20.02,17.51,32.96,22.23,,25.53,19.38,5.99,14.92,12.99,17.72,,,,,16.686
G.Nabers,LAC,,,9.61,,,5.22,,,,,,,,,,,,,,,,,7.414999999999999
S.Miller,TB,,,11.62,,,,,,,,,19.89,,,13.94,10.01,,6.41,6.61,26.5,,,13.568571428571428
K.Stills,NO,,,51.52,6.86,43.16,,38.97,,39.23,,,,28.19,,,12.02,,,,,,,31.42142857142857
B.Scott,PHI,,,4.29,,,,10.42,9.38,,11.79,12.34,16.23,,,,,25.08,,2.95,,,,11.56
A.Tate,CIN,,,11.84,7.66,10.16,5.18,,,,,,,,,,,,,,,,,8.71
T.Sermon,SF,,,12.11,,,,,,,,12.17,,,,,,,,,,,,12.14
J.Taylor,NE,,,6.1,2.93,,,3.34,,,,,,,,,,,,,,,,4.123333333333333
C.Batson,TEN,,,11.13,24.65,,,,,,,,,,,,,,,,,,,17.89
T.Sweeney,BUF,,,7.0,,6.49,3.44,,23.96,8.36,,6.84,,,,7.51,,,,,,,,9.085714285714285
J.Conner,ARI,,,4.94,11.78,5.03,5.07,,,26.51,22.88,21.85,,18.79,29.63,5.01,,,20.57,9.07,,,,15.094166666666665
N.Brown,DAL,,,8.65,,29.48,9.37,,13.05,6.18,6.27,13.48,37.5,15.82,,,,,,,,,,15.533333333333331
K.Hodge,DET,,,10.2,6.84,51.46,24.2,4.18,21.31,,,,,5.89,12.2,,6.64,64.38,,,,,,20.729999999999997
R.Freeman,CAR,,,5.84,,8.54,,5.26,5.69,,,,,,,,,,,,,,,6.3325000000000005
P.Hart,SEA,,,22.33,,9.59,13.33,10.11,,,12.82,8.31,,3.78,6.54,,,6.39,,,,,,10.355555555555558
N.Gray,KC,,,3.11,6.91,,,3.72,,,9.38,5.77,,,,,13.33,5.36,,12.61,10.04,,,7.803333333333332
J.Deguara,GB,,,4.84,,,8.41,,4.91,10.66,17.38,17.36,17.15,,15.38,26.64,17.19,15.6,16.01,,11.49,,,14.07846153846154
D.Watt,PIT,,,2.58,,,,,,5.07,3.06,,,,,,,,,3.4,,,,3.5275000000000003
J.Darden,TB,,,2.59,,,,7.0,10.36,,18.84,2.79,,,,26.74,,,9.37,,,,,11.098571428571429
T.Heinicke,WAS,,,4.56,,,,,,,,,,,,,,,,,,,,4.56
D.Spencer,DEN,,,5.14,4.05,4.84,,,,,,,,,9.52,,,,,,,,,5.887499999999999
Aa.Rodgers,GB,,,4.05,,,,,,,,,,,,,,,,,,,,4.05
M.Brown,MIA,,,5.49,5.0,,3.71,3.46,,,,,,,,,,,,,,,,4.415
P.Dorsett,JAX,,,10.08,,,,,,,,,,,,,,,,,,,,10.08
R.Gilliam,BUF,,,6.35,5.36,,,,,,,3.84,,,,,3.16,,3.83,6.3,6.95,,,5.112857142857143
R.McMath,TEN,,,11.13,,,,,,,,,,,19.13,5.65,12.74,,5.96,,,,,10.922
M.Kemp,KC,,,9.24,,,,4.11,,,5.17,,,7.42,,,,8.18,,,,,,6.824000000000001
J.Crowder,NYJ,,,,51.16,38.22,,29.96,48.99,25.03,26.09,41.23,9.41,39.5,34.25,86.07,,,16.85,,,,,37.230000000000004
J.Ross,NYG,,,,34.4,37.28,12.36,15.36,52.94,,,,17.5,5.9,5.19,,,,,,,,,22.61625
J.Reynolds,TEN,,,,51.4,8.07,,18.37,,,,,,,,,,,,,,,,25.94666666666667
R.Smith,CAR,,,,22.43,,,,,,,,,,,,,,,,,,,22.43
R.Dwelley,SF,,,,7.99,16.37,,15.73,,,,,,,,,,,,,,,,13.363333333333335
C.Samuel,WAS,,,,16.46,6.03,,,,,,,3.23,3.26,12.82,,,,,,,,,8.360000000000001
A.Collins,SEA,,,,18.11,14.07,0.6,8.26,,,3.18,,5.68,,5.18,,,,,,,,,7.868571428571428
D.Arnold,JAX,,,,13.64,52.86,23.48,,38.51,57.02,50.87,,4.28,,,,,,,,,,,34.38
T.Hill,NO,,,,10.09,13.78,,,,,10.12,,,,,,,,,,,,,11.329999999999998
T.Coleman,NYJ,,,,7.52,3.65,,,,,7.17,4.03,13.78,14.69,,,7.14,,19.09,,,,,9.63375
J.Agnew,JAX,,,,16.42,42.55,34.56,,53.69,37.02,37.13,22.66,,,,,,,,,,,,34.86142857142857
T.Irwin,CIN,,,,11.53,,,,,,,,,,,,,,46.88,,,,,29.205000000000002
D.Carter,WAS,,,,8.68,49.16,3.08,5.3,51.52,,55.71,31.83,39.27,6.73,40.27,17.26,12.83,,6.39,,,,,25.233076923076922
J.Patterson,WAS,,,,4.89,,2.82,,3.76,,,,,,4.01,,,20.74,19.09,,,,,9.218333333333334
N.Harry,NE,,,,6.8,17.18,,14.56,14.97,,15.23,16.29,,,,29.98,48.39,,11.33,,,,,19.414444444444445
J.Mundt,LA,,,,5.05,,,,,,,,,,,,,,,,,,,5.05
T.Austin,JAX,,,,28.64,33.22,6.82,,19.88,,,21.1,8.38,12.5,28.92,22.54,46.86,23.9,,,,,,22.978181818181813
D.Washington,NO,,,,6.5,,,,,,,4.05,,,,,,,,,,,,5.275
K.Granson,IND,,,,10.61,11.72,,11.78,2.56,5.77,6.22,15.57,8.0,19.54,,,7.52,,,,,,,9.928999999999998
T.Campbell,LAC,,,,6.24,,,,,,,,,,,,,,,,,,,6.24
C.McElroy,TB,,,,5.18,,,,,,,,,,,,,,,,,,,5.18
W.Gallman,ATL,,,,4.35,,,,,,11.4,,,,,,,,,,,,,7.875
A.Shaheen,MIA,,,,8.34,10.5,,24.53,5.64,8.98,24.19,6.74,,,,,,,,,,,,12.702857142857143
B.Snell,PIT,,,,3.84,7.08,,,3.04,,,,,,,,2.3,,,7.26,,,,4.704000000000001
T.Wesco,NYJ,,,,4.41,,,2.86,,6.26,,,,,,8.72,,,,,,,,5.5625
L.Bell,BAL,,,,3.95,,,7.56,,,,,,,,,,,,,,,,5.755
C.Moore,HOU,,,,,38.37,20.56,,11.24,3.98,,3.48,4.49,,,,24.9,,19.7,,,,,15.839999999999998
M.Johnson,TEN,,,,,50.18,10.4,11.32,42.49,,49.11,5.96,,,,,,,,,,,,28.243333333333336
A.Auclair,HOU,,,,,8.78,,,,10.04,,,,,3.12,,,,4.54,,,,,6.62
J.Horsted,CHI,,,,,8.2,,8.41,,,,,,,,9.01,,,,,,,,8.54
D.Freeman,BAL,,,,,18.33,9.94,11.82,,11.41,18.52,24.64,4.43,33.29,19.46,4.04,7.86,3.88,7.86,,,,,13.49846153846154
L.Murray,BAL,,,,,10.46,9.16,,,,,7.98,,9.89,,9.81,4.83,,,,,,,8.688333333333334
D.Ogunbowale,JAX,,,,,4.97,,,3.66,6.97,,,4.81,,11.46,10.4,17.64,8.64,33.05,,,,,11.288888888888888
D.Sample,CIN,,,,,18.33,10.78,,,11.93,,11.37,,,4.65,5.89,7.27,,3.29,,,11.54,,9.450000000000001
J.Gordon,KC,,,,,5.51,,7.31,4.62,7.55,,13.18,,,26.92,,32.79,5.59,7.88,,,,,12.372222222222222
M.Hollins,MIA,,,,,13.3,31.35,19.93,8.03,38.01,11.06,34.62,7.86,4.91,,7.42,38.54,6.7,19.87,,,,,18.584615384615383
D.Milne,WAS,,,,,4.63,5.11,27.43,15.93,,15.6,8.67,,,,4.24,6.12,6.17,,,,,,10.433333333333334
K.Hill,GB,,,,,3.86,,6.12,,,,,,,,,,,,,,,,4.99
C.Woerner,SF,,,,,6.16,,18.98,14.66,,,,7.93,,,,,,,,8.34,,,11.213999999999999
J.Richard,LV,,,,,3.19,6.23,21.63,,11.62,3.58,,,,,,6.99,5.14,6.48,5.41,,,,7.807777777777777
I.Ford,MIA,,,,,4.68,4.23,5.2,5.11,3.75,28.28,,21.74,4.16,,28.29,,9.54,,,,,,11.498
C.Parkinson,SEA,,,,,8.96,,,,,,6.51,,,,,10.77,7.08,22.81,,,,,11.225999999999999
K.Ballage,PIT,,,,,5.64,,,,3.65,6.98,4.05,7.7,,,,,,,,,,,5.604
D.Moore,DEN,,,,,14.62,,,,,,,,,,,,,,,,,,14.62
T.Benjamin,SF,,,,,32.22,,,,,,,,,15.35,,,,11.58,11.45,,3.89,,14.898
