PLAYER,TEAM,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,AVG
T.Boyd,CIN,,,,1.95,,25.51,,7.63,,,,,,,,,7.48,,,,,10.642500000000002
G.Nabers,LAC,,,,8.7,,,,,,,,,,2.86,,,,,,,,5.779999999999999
K.Vaughn,TB,,,,3.48,,26.58,,,,,,,,-2.8,7.84,55.86,,14.79,,,,17.625
C.Board,NYG,,,,2.21,,,,,,,,,,,,,,,,,,2.21
J.Stidham,NE,,,,1.62,,,3.19,,,,,,-1.21,2.8,,,,,,,,1.6
A.Cooper,DAL,,,,0.0,-1.59,,6.02,,5.56,,,,9.01,,-8.05,,,,,,,1.825
S.Carlson,CLE,,,,0.0,,,,,,,,,,,,,,,,,,0.0
A.Ingold,LV,,,,-1.16,,,,1.44,,,,,,,1.16,,,,,,,0.48
R.Gage,ATL,,,,-2.56,,,,,,,,,,,,,8.66,,,,,3.05
A.Roberts,BUF,,,,-4.76,,,,,,,,,,,,,,,,,,-4.76
D.Mooney,CHI,,,,-10.71,,,,,,,,,,2.96,8.04,1.56,,,,,,0.4624999999999996
B.Rypien,DEN,,,,-4.27,,,,,,,,,,,,,,,,,,-4.27
A.Killins,PHI,,,,-12.9,,,,,,,,,,,,,,,,,,-12.9
E.Engram,NYG,,,,,10.11,,1.88,8.91,,,,,,,,9.26,,,,,,7.539999999999999
K.Allen,WAS,,,,,18.42,9.3,5.29,,,,,,,,,,,,,,,11.003333333333336
R.McCloud,PIT,,,,,46.32,,,,,-2.27,2.83,,,,,,,,,,,15.626666666666665
D.Duvernay,BAL,,,,,26.09,,,,-0.91,,,,,,,2.81,5.45,,,,,8.36
J.Flacco,NYJ,,,,,16.26,0.0,,,,,2.08,,,,,,,,,,,6.113333333333334
M.Boone,MIN,,,,,9.45,-3.12,,,,,,,,4.94,,4.44,23.2,,,,,7.781999999999999
B.Berrios,NYJ,,,,,10.57,,,,,,,,,,,,14.41,,,,,12.49
T.Johnson,LAC,,,,,6.31,,7.41,,,,,,,,,,,,,,,6.859999999999999
A.Janovich,CLE,,,,,3.23,,,,,,,,,,,,,,,,,3.23
E.Penny,NYG,,,,,3.37,,,,1.2,0.0,,,4.21,,2.7,,,,,,,2.2960000000000003
R.Anderson,CAR,,,,,2.42,,,,,,,,,10.4,-0.87,,,,,,,3.983333333333334
A.Dulin,IND,,,,,4.41,,,,,,,,,,,6.3,,,,,,5.355
K.Cole Sr.,JAX,,,,,2.67,,,,,,,,,,,,,,,,,2.67
M.Thomas,CIN,,,,,1.43,,,,,,,,,,,,,,,,,1.43
C.Fejedelem,MIA,,,,,1.06,,,,,,,,,,,16.92,,,,,,8.99
M.Brown,BAL,,,,,0.62,,,,,,,,,,,,,8.05,,,,4.335
A.Smith,WAS,,,,,2.63,,,,,4.49,-1.83,0.55,,,,,0.0,,,,,1.168
T.Wesco,NYJ,,,,,0.0,,,,,,,,,,,,,,,,,0.0
A.Dalton,DAL,,,,,0.0,4.12,19.28,,,,2.78,28.33,1.8,-0.99,9.2,9.93,44.44,,,,,11.889
T.Cannon,CAR,,,,,-0.81,10.71,18.92,,,,,15.89,,-1.6,,,,,,,,8.622
J.Guyton,LAC,,,,,-3.6,,,,,,,,,,4.17,,,,,,,0.2849999999999999
Darr.Williams,KC,,,,,,10.61,,38.0,,,,,28.36,,2.99,39.32,,,63.41,45.61,4.67,29.12125
T.Burton,IND,,,,,,1.69,,1.68,,,,,,,,,,,,,,1.685
T.Johnson,NYJ,,,,,,36.52,,16.13,,,,3.45,50.49,23.19,17.2,9.92,40.54,,,,,24.679999999999996
R.Dowdle,DAL,,,,,,13.4,,,,,,,,,12.64,,,,,,,13.02
D.Spencer,DEN,,,,,,6.67,,,,,,,,,,6.77,0.82,,,,,4.753333333333333
A.Abdullah,MIN,,,,,,21.88,,,,,,,7.59,6.79,,14.44,,,,,,12.674999999999999
B.Gabbert,TB,,,,,,1.27,,,-12.5,0.0,,,,,,13.51,,,,,,0.5699999999999998
M.Hall,DET,,,,,,0.56,,,,,,,,,,,,,,,,0.56
S.Perine,CIN,,,,,,0.0,3.7,27.12,,34.53,27.14,,17.5,31.68,9.21,56.21,34.69,,,,,24.178
D.Slayton,NYG,,,,,,-2.27,,,1.2,,,,,,,,,,,,,-0.535
M.Rudolph,PIT,,,,,,-2.33,,,,,-3.77,,,,,,1.18,,,,,-1.64
C.Henne,KC,,,,,,,-1.98,0.0,,,,,,,,,0.0,,9.76,,,1.9449999999999998
L.Bell,KC,,,,,,,38.61,14.0,22.22,,23.15,25.29,29.85,22.34,29.94,25.64,,,4.88,,,23.591999999999995
D.Jackson,PHI,,,,,,,12.5,,,,,,,,,,,,,,,12.5
M.Valdes-Scantling,GB,,,,,,,9.38,3.67,,,,,-2.68,,,,5.06,,,,,3.8575
T.Pope,LAC,,,,,,,4.44,31.9,,,13.79,-1.32,,,,,,,,,,12.202499999999999
D.Washington,KC,,,,,,,4.95,,,,,,,,,,,,,,,4.95
J.Landry,CLE,,,,,,,4.88,,,,2.22,,,,,,1.56,,,,,2.8866666666666667
J.Meyers,NE,,,,,,,2.13,,,,,,,,,,4.22,,,,,3.175
M.Hartsfield,CAR,,,,,,,5.41,,,,,,,,,,,,,,,5.41
J.Heath,LV,,,,,,,1.32,,,,,,,,,,,,,,,1.32
O.Zaccheaus,ATL,,,,,,,0.0,,,,,,,,,,,,,,,0.0
B.DiNucci,DAL,,,,,,,0.0,16.54,,,,,,,,,,,,,,8.27
E.Stick,LAC,,,,,,,-1.48,,,,,,,,,,,,,,,-1.48
D.Foreman,TEN,,,,,,,,16.97,11.96,11.46,0.58,12.23,,,,,,,,,,10.64
A.Morris,NYG,,,,,,,,27.72,40.36,22.52,,5.63,20.53,8.97,52.7,7.41,9.6,,,,,21.715555555555554
J.Reagor,PHI,,,,,,,,5.04,,,,,9.4,7.72,-8.55,,,,,,,3.4025
G.Olszewski,NE,,,,,,,,3.19,10.06,,,0.91,,,,,,,,,,4.72
N.Bellore,SEA,,,,,,,,4.95,,,,,,,,,,,,,,4.95
Q.Ollison,ATL,,,,,,,,2.29,,,,,,,,,,,,,,2.29
M.Williams,LAC,,,,,,,,0.48,,,,,,,,,,,,,,0.48
T.Tagovailoa,MIA,,,,,,,,0.0,38.46,-0.9,,,2.73,30.0,3.6,8.46,40.0,,,,,15.29375
C.Jones,DAL,,,,,,,,0.0,,,,,,,,,,,,,,0.0
M.Perry,MIA,,,,,,,,-9.09,,5.41,,,,,1.6,,,,,,,-0.6933333333333332
C.Wilson,DAL,,,,,,,,-8.27,,,,-1.67,,,,,,,,,,-4.97
K.Ballage,LAC,,,,,,,,,53.91,68.69,151.72,,48.57,13.33,11.46,15.73,26.67,,,,,48.76
J.Luton,JAX,,,,,,,,,11.3,,,,,,,,,,,,,11.3
S.Ahmed,MIA,,,,,,,,,41.76,76.58,76.79,,,,48.8,1.54,41.43,,,,,47.81666666666666
G.Gilbert,DAL,,,,,,,,,19.44,,,,,,,,,,,,,19.44
D.Harris,IND,,,,,,,,,25.0,,13.57,3.57,-2.75,,,,,,,,,9.8475
B.Mingo,CHI,,,,,,,,,19.64,,,,,,,,,,,,,19.64
D.Washington,NO,,,,,,,,,6.52,,,2.62,,,,,,,1.92,,,3.686666666666667
M.Taylor,GB,,,,,,,,,8.11,,,,,,,,,,,,,8.11
D.Williams,GB,,,,,,,,,7.21,,,,,,,,,,,,,7.21
J.Lovett,GB,,,,,,,,,5.41,,,,,,,,,,,,,5.41
C.Daniel,DET,,,,,,,,,3.88,,,,,,8.94,,,,,,,6.41
A.Collins,SEA,,,,,,,,,8.77,38.05,,,,,,,23.97,,,,,23.596666666666664
B.Powell,ATL,,,,,,,,,4.35,,5.77,,,,,,,,,,,5.06
D.Foster,ARI,,,,,,,,,1.12,,,,,,,0.0,,,,,,0.56
D.Amendola,DET,,,,,,,,,1.55,,,,,,,,,,,,,1.55
M.Skura,BAL,,,,,,,,,0.0,,,,,,,,,,,,,0.0
P.Laird,MIA,,,,,,,,,-1.1,17.12,,8.65,5.45,23.75,8.0,,,,,,,10.311666666666667
J.Winston,NO,,,,,,,,,-2.17,-1.75,,,,,,,-0.64,,,,,-1.5199999999999998
J.Smith,TEN,,,,,,,,,,0.64,,,,1.2,,,,,,,,0.9199999999999999
S.Williams,CIN,,,,,,,,,,28.06,,17.5,,,,,,,,,,22.78
T.Williams,CIN,,,,,,,,,,15.83,,-5.0,,48.51,5.26,3.55,50.34,,,,,19.74833333333333
M.Pittman,IND,,,,,,,,,,15.79,,,,1.42,,,0.73,6.75,,,,6.1725
R.Smith,CAR,,,,,,,,,,20.0,25.0,16.82,,8.0,20.0,20.35,54.05,,,,,23.459999999999997
A.Pierce,CHI,,,,,,,,,,21.95,,,,,,20.31,-0.93,,,,,13.776666666666666
A.Walter,SF,,,,,,,,,,6.12,,,,,,,,,,,,6.12
D.Washington,MIA,,,,,,,,,,1.8,,47.12,,43.75,,,,,,,,30.889999999999997
R.Nall,CHI,,,,,,,,,,0.0,,,,,,0.0,,0.0,,,,0.0
A.Brown,TB,,,,,,,,,,-1.43,2.38,,,,,,,15.49,,,,5.48
B.Scarbrough,SEA,,,,,,,,,,,18.79,,,,,,,,,,,18.79
D.Moore,CAR,,,,,,,,,,,18.1,,,,0.87,,,,,,,9.485000000000001
R.Finley,CIN,,,,,,,,,,,27.14,,,,30.92,,,,,,,29.03
D.Byrd,NE,,,,,,,,,,,12.79,,,,,,2.41,,,,,7.6
L.Thomas,WAS,,,,,,,,,,,1.22,1.65,,,,0.0,,,,,,0.9566666666666667
T.Higbee,LA,,,,,,,,,,,2.7,,,,,,,,,,,2.7
P.Walker,CAR,,,,,,,,,,,-1.72,,,,,,,,,,,-1.72
T.Long,LAC,,,,,,,,,,,-96.55,,,,,,,,,,,-96.55
W.Gallman Jr.,NYG,,,,,,,,,,,,66.2,71.05,73.08,39.19,50.0,52.0,,,,,58.586666666666666
J.Hill,BAL,,,,,,,,,,,,27.13,,1.73,,,5.2,,,,,11.353333333333333
T.McSorley,BAL,,,,,,,,,,,,12.4,,0.43,,,,,,,,6.415
N.Peterman,LV,,,,,,,,,,,,22.5,,,,,,,,,,22.5
C.McCoy,NYG,,,,,,,,,,,,4.93,1.05,,4.05,,,,,,,3.3433333333333333
B.Allen,CIN,,,,,,,,,,,,17.5,7.5,11.88,,1.78,1.36,,,,,8.004000000000001
K.Hinton,DEN,,,,,,,,,,,,7.0,,,,,,,,,,7.0
E.St. Brown,GB,,,,,,,,,,,,3.85,,,,,,,,,,3.85
M.Glennon,JAX,,,,,,,,,,,,4.29,7.26,,,,3.77,,,,,5.1066666666666665
J.Williams,DET,,,,,,,,,,,,4.59,,,,,,,,,,4.59
J.Akins,HOU,,,,,,,,,,,,5.19,,,,,,,,,,5.19
T.Brooks-James,ATL,,,,,,,,,,,,3.2,,,,,,,,,,3.2
M.Thomas,NO,,,,,,,,,,,,0.44,,,,,,,,,,0.44
J.Cabinda,DET,,,,,,,,,,,,0.0,,,,,,,,,,0.0
M.Schaub,ATL,,,,,,,,,,,,-3.2,,,,,,,,,,-3.2
L.Woodside,TEN,,,,,,,,,,,,-2.18,,7.23,-1.54,,,,,,,1.1700000000000002
J.Howard,PHI,,,,,,,,,,,,,16.24,,,5.3,,,,,,10.77
T.Lewis,NO,,,,,,,,,,,,,7.73,,,,-1.28,,,,,3.225
Du.Johnson,HOU,,,,,,,,,,,,,8.89,24.07,,,,,,,,16.48
D.Ogunbowale,JAX,,,,,,,,,,,,,5.65,,27.42,93.42,94.34,,,,,55.2075
D.Moncrief,NE,,,,,,,,,,,,,2.42,,,,,,,,,2.42
T.Smith,NO,,,,,,,,,,,,,1.45,,,,,,,,,1.45
J.Jefferson,MIN,,,,,,,,,,,,,1.38,,,,,,,,,1.38
B.Howell,HOU,,,,,,,,,,,,,,38.89,26.51,,,,,,,32.7
P.Hart,SEA,,,,,,,,,,,,,,10.92,,,,,,,,10.92
C.Sims,WAS,,,,,,,,,,,,,,5.1,,,,,,,,5.1
A.Hooker,TEN,,,,,,,,,,,,,,1.61,,,,,,,,1.61
J.Wims,CHI,,,,,,,,,,,,,,1.18,,,,,,,,1.18
S.Diggs,BUF,,,,,,,,,,,,,,0.96,,,,,,,,0.96
G.Smith,SEA,,,,,,,,,,,,,,-1.15,,,,,,,,-1.15
M.Mariota,LV,,,,,,,,,,,,,,,50.87,,,,,,,50.87
T.Huntley,BAL,,,,,,,,,,,,,,,10.76,,1.24,,21.33,,,11.11
S.Phillips,HOU,,,,,,,,,,,,,,,10.84,,,,,,,10.84
R.Penny,SEA,,,,,,,,,,,,,,,3.31,9.47,15.7,,,,,9.493333333333334
N.Brown,DAL,,,,,,,,,,,,,,,4.6,,,,,,,4.6
C.Moore,DET,,,,,,,,,,,,,,,2.44,,,,,,,2.44
B.Bell,DAL,,,,,,,,,,,,,,,2.3,,,,,,,2.3
D.Hopkins,ARI,,,,,,,,,,,,,,,0.97,,,,,,,0.97
B.Zylstra,CAR,,,,,,,,,,,,,,,0.87,,,,,,,0.87
A.Cole,LV,,,,,,,,,,,,,,,0.0,,,,,,,0.0
Z.Ertz,PHI,,,,,,,,,,,,,,,0.0,,,,,,,0.0
T.Hockenson,DET,,,,,,,,,,,,,,,0.0,,,,,,,0.0
K.Allen,LAC,,,,,,,,,,,,,,,-1.04,,,,,,,-1.04
T.Heinicke,WAS,,,,,,,,,,,,,,,,20.37,,53.49,,,,36.93
C.Beathard,SF,,,,,,,,,,,,,,,,7.93,11.63,,,,,9.780000000000001
D.Blough,DET,,,,,,,,,,,,,,,,24.66,,,,,,24.66
J.Crowder,NYJ,,,,,,,,,,,,,,,,10.69,,,,,,10.69
E.Sanders,NO,,,,,,,,,,,,,,,,4.55,,,,,,4.55
L.Bellamy,DEN,,,,,,,,,,,,,,,,8.27,0.0,,,,,4.135
B.Perriman,NYJ,,,,,,,,,,,,,,,,4.58,,,,,,4.58
J.Reynolds,LA,,,,,,,,,,,,,,,,4.24,,,,,,4.24
C.Reynolds,JAX,,,,,,,,,,,,,,,,5.26,,,,,,5.26
Di.Johnson,PIT,,,,,,,,,,,,,,,,9.09,,,,,,9.09
D.Ozigbo,JAX,,,,,,,,,,,,,,,,1.32,,,,,,1.32
C.Kmet,CHI,,,,,,,,,,,,,,,,-2.34,,,,,,-2.34
M.Barkley,BUF,,,,,,,,,,,,,,,,-2.31,-3.85,,,,,-3.08
A.Williams,BUF,,,,,,,,,,,,,,,,,80.77,,,,,80.77
J.Wolford,LA,,,,,,,,,,,,,,,,,50.91,1.22,,,,26.064999999999998
T.Stevens,CAR,,,,,,,,,,,,,,,,,32.43,,,,,32.43
J.Dobbs,PIT,,,,,,,,,,,,,,,,,23.53,,,,,23.53
S.Sims,WAS,,,,,,,,,,,,,,,,,17.48,4.65,,,,11.065000000000001
T.Jones,NO,,,,,,,,,,,,,,,,,8.33,,,,,8.33
N.Sudfeld,PHI,,,,,,,,,,,,,,,,,10.17,,,,,10.17
T.Godwin,JAX,,,,,,,,,,,,,,,,,5.66,,,,,5.66
M.Sanu,DET,,,,,,,,,,,,,,,,,2.33,,,,,2.33
J.Hightower,PHI,,,,,,,,,,,,,,,,,0.85,,,,,0.85
D.Carter,CHI,,,,,,,,,,,,,,,,,,6.25,,,,6.25
D.Watt,PIT,,,,,,,,,,,,,,,,,,3.85,,,,3.85
C.Godwin,TB,,,,,,,,,,,,,,,,,,,,7.89,,7.89
